Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HY,AY,HR,AR,Season,HomeRank,AwayRank,HomePoints,AwayPoints,HomeW,AwayW,HomeGD,AwayGD,HomeGP,AwayGP,Sum_HomeY,Sum_AwayY,Sum_HomeR,Sum_AwayR,Stadium,Home_LastRank,Away_LastRank,Home_L5_GS,Home_L5_GC,Home_L5_Form_Pts,Away_L5_GS,Away_L5_GC,Away_L5_Form_Pts,Rank_Diff,LastRank_Diff,Form_Diff,GD_Diff,HomePPG,AwayPPG,PPG_Diff,HomeGDpg,AwayGDpg,GDpg_Diff,WeatherSeason
2024-01-21,18:00,Chaves,Rio Ave,0.0,0.0,D,0.0,0.0,D,2.0,3.0,0.0,0.0,23-24,18,16,11,15,3,3,-26.0,-9.0,17,17,52.0,48.0,4.0,1.0,16,7.0,12.0,0.6,2.6,4.0,1.2,1.6,15.0,2,-5.0,-11.0,-17.0,0.6470588235294118,0.8823529411764706,-0.23529411764705876,-1.5294117647058822,-0.5294117647058824,-0.9999999999999999,0
2024-01-21,15:30,Portimonense,Gil Vicente,0.0,2.0,A,0.0,1.0,A,3.0,1.0,0.0,0.0,23-24,13,15,18,16,5,4,-18.0,-4.0,17,17,52.0,39.0,2.0,0.0,3,15.0,13.0,1.0,2.0,16.0,0.6,1.2,15.0,-2,2.0,1.0,-14.0,1.0588235294117647,0.9411764705882353,0.11764705882352944,-1.0588235294117647,-0.23529411764705882,-0.8235294117647058,0
2024-01-20,20:30,Porto,Moreirense,5.0,0.0,H,1.0,0.0,H,0.0,3.0,0.0,0.0,23-24,3,6,38,29,12,8,13.0,6.0,17,17,61.0,46.0,4.0,3.0,7,2.0,19.0,1.4,0.8,31.0,2.0,1.6,25.0,-3,-17.0,6.0,7.0,2.235294117647059,1.7058823529411764,0.5294117647058825,0.7647058823529411,0.35294117647058826,0.41176470588235287,0
2024-01-20,18:00,Casa Pia,Farense,1.0,3.0,A,0.0,2.0,A,0.0,1.0,0.0,0.0,23-24,11,8,19,21,5,6,-5.0,0.0,17,17,37.0,42.0,2.0,3.0,25,10.0,19.0,1.8,2.0,18.0,0.4,1.2,15.0,3,-9.0,3.0,-5.0,1.1176470588235294,1.2352941176470589,-0.11764705882352944,-0.29411764705882354,0.0,-0.29411764705882354,0
2024-01-20,15:30,Estoril,Arouca,1.0,2.0,A,1.0,2.0,A,3.0,2.0,0.0,0.0,23-24,13,14,17,16,5,4,-1.0,-2.0,17,17,45.0,46.0,1.0,6.0,17,14.0,5.0,2.2,1.8,14.0,2.0,1.6,16.0,-1,9.0,-2.0,1.0,1.0,0.9411764705882353,0.05882352941176472,-0.058823529411764705,-0.11764705882352941,0.058823529411764705,0
2024-01-19,20:15,Benfica,Boavista,2.0,0.0,H,0.0,0.0,D,3.0,3.0,0.0,0.0,23-24,2,9,42,20,13,5,24.0,-5.0,17,17,35.0,51.0,1.0,5.0,6,1.0,9.0,2.4,0.4,43.0,1.4,1.4,21.0,-7,-8.0,22.0,29.0,2.4705882352941178,1.1764705882352942,1.2941176470588236,1.411764705882353,-0.29411764705882354,1.7058823529411766,0
2024-01-18,20:45,Vizela,Sp Lisbon,2.0,5.0,A,1.0,1.0,D,3.0,1.0,0.0,0.0,23-24,17,1,13,43,2,14,-11.0,23.0,17,17,39.0,50.0,2.0,2.0,24,11.0,4.0,0.8,1.8,9.0,2.8,1.0,42.0,16,7.0,-33.0,-34.0,0.7647058823529411,2.5294117647058822,-1.7647058823529411,-0.6470588235294118,1.3529411764705883,-2.0,0
2024-01-18,18:45,Famalicao,Sp Braga,1.0,2.0,A,0.0,0.0,D,4.0,4.0,1.0,0.0,23-24,7,4,22,33,5,10,-3.0,15.0,17,17,51.0,41.0,6.0,1.0,21,8.0,3.0,1.2,1.4,22.0,1.4,1.2,16.0,3,5.0,6.0,-18.0,1.2941176470588236,1.9411764705882353,-0.6470588235294117,-0.17647058823529413,0.8823529411764706,-1.0588235294117647,0
2024-01-15,20:15,Guimaraes,Arouca,2.0,1.0,H,1.0,1.0,D,0.0,3.0,0.0,0.0,23-24,5,14,30,16,9,4,8.0,-1.0,16,16,40.0,43.0,2.0,6.0,8,6.0,5.0,1.6,1.0,29.0,2.6,1.2,26.0,-9,1.0,3.0,9.0,1.875,1.0,0.875,0.5,-0.0625,0.5625,0
2024-01-14,20:30,Porto,Sp Braga,2.0,0.0,H,1.0,0.0,H,3.0,5.0,0.0,0.0,23-24,3,4,35,33,11,10,11.0,17.0,16,16,58.0,36.0,4.0,1.0,7,2.0,3.0,1.6,0.8,26.0,2.0,1.0,26.0,-1,-1.0,0.0,-6.0,2.1875,2.0625,0.125,0.6875,1.0625,-0.375,0
2024-01-14,18:00,Vizela,Boavista,1.0,4.0,A,0.0,2.0,A,2.0,2.0,0.0,0.0,23-24,17,13,13,17,2,4,-8.0,-8.0,16,16,37.0,49.0,2.0,5.0,24,11.0,9.0,0.8,1.4,12.0,0.6,2.0,8.0,4,2.0,4.0,0.0,0.8125,1.0625,-0.25,-0.5,-0.5,0.0,0
2024-01-14,18:00,Benfica,Rio Ave,4.0,1.0,H,1.0,1.0,D,1.0,3.0,0.0,1.0,23-24,2,16,39,15,12,3,21.0,-6.0,16,16,34.0,45.0,1.0,0.0,6,1.0,12.0,1.6,0.2,39.0,1.2,1.0,21.0,-14,-11.0,18.0,27.0,2.4375,0.9375,1.5,1.3125,-0.375,1.6875,0
2024-01-14,15:30,Gil Vicente,Estrela,1.0,1.0,D,1.0,0.0,H,2.0,4.0,0.0,0.0,23-24,15,12,15,17,4,4,-4.0,-6.0,16,16,37.0,35.0,0.0,3.0,20,13.0,19.0,0.6,1.6,14.0,1.2,1.4,15.0,3,-6.0,-1.0,2.0,0.9375,1.0625,-0.125,-0.25,-0.375,0.125,0
2024-01-13,20:30,Estoril,Moreirense,1.0,3.0,A,0.0,2.0,A,2.0,3.0,0.0,0.0,23-24,11,6,17,26,5,7,1.0,4.0,16,16,43.0,43.0,1.0,3.0,17,14.0,19.0,2.2,1.8,21.0,1.4,1.4,16.0,5,-5.0,5.0,-3.0,1.0625,1.625,-0.5625,0.0625,0.25,-0.1875,0
2024-01-13,18:00,Chaves,Sp Lisbon,0.0,3.0,A,0.0,1.0,A,1.0,2.0,0.0,0.0,23-24,18,1,11,40,3,13,-23.0,20.0,16,16,51.0,48.0,4.0,2.0,16,7.0,4.0,1.0,2.2,8.0,2.8,1.2,39.0,17,3.0,-31.0,-43.0,0.6875,2.5,-1.8125,-1.4375,1.25,-2.6875,0
2024-01-13,15:30,Casa Pia,Famalicao,0.0,2.0,A,0.0,1.0,A,1.0,1.0,1.0,0.0,23-24,8,9,19,19,5,4,-3.0,-5.0,16,16,36.0,50.0,1.0,6.0,25,10.0,8.0,2.0,1.6,27.0,0.8,2.0,10.0,-1,2.0,17.0,2.0,1.1875,1.1875,0.0,-0.1875,-0.3125,0.125,0
2024-01-12,20:15,Portimonense,Farense,1.0,0.0,H,0.0,0.0,D,2.0,3.0,0.0,0.0,23-24,16,7,15,21,4,6,-19.0,1.0,16,16,50.0,39.0,2.0,3.0,3,15.0,19.0,0.8,2.2,2.0,0.6,1.4,20.0,9,-4.0,-18.0,-20.0,0.9375,1.3125,-0.375,-1.1875,0.0625,-1.25,0
2024-01-08,20:15,Moreirense,Casa Pia,1.0,4.0,A,1.0,3.0,A,2.0,2.0,0.0,0.0,23-24,6,13,26,16,7,4,7.0,-6.0,15,15,41.0,34.0,3.0,1.0,12,19.0,10.0,1.4,0.6,25.0,1.2,2.2,18.0,-7,9.0,7.0,13.0,1.7333333333333334,1.0666666666666667,0.6666666666666667,0.4666666666666667,-0.4,0.8666666666666667,0
2024-01-07,20:30,Famalicao,Chaves,2.0,2.0,D,2.0,1.0,H,3.0,2.0,0.0,0.0,23-24,8,18,18,10,4,3,-5.0,-23.0,15,15,47.0,49.0,6.0,4.0,21,8.0,7.0,0.4,1.6,8.0,0.8,2.2,6.0,-10,1.0,2.0,18.0,1.2,0.6666666666666666,0.5333333333333333,-0.3333333333333333,-1.5333333333333334,1.2000000000000002,0
2024-01-07,18:00,Rio Ave,Portimonense,2.0,0.0,H,0.0,0.0,D,1.0,3.0,0.0,0.0,23-24,17,15,12,15,2,4,-8.0,-17.0,15,15,44.0,47.0,0.0,2.0,4,12.0,15.0,1.0,1.2,10.0,1.2,2.0,6.0,2,-3.0,4.0,9.0,0.8,1.0,-0.19999999999999996,-0.5333333333333333,-1.1333333333333333,0.6,0
2024-01-06,20:30,Sp Braga,Guimaraes,1.0,1.0,D,0.0,0.0,D,2.0,0.0,0.0,0.0,23-24,4,5,32,29,10,9,17.0,8.0,15,15,34.0,40.0,1.0,2.0,14,3.0,6.0,2.0,0.8,33.0,1.6,1.2,34.0,-1,-3.0,-1.0,9.0,2.1333333333333333,1.9333333333333333,0.19999999999999996,1.1333333333333333,0.5333333333333333,0.6,0
2024-01-06,18:00,Arouca,Benfica,0.0,3.0,A,0.0,1.0,A,2.0,2.0,0.0,0.0,23-24,12,2,16,36,4,11,2.0,18.0,15,15,41.0,32.0,6.0,1.0,23,5.0,1.0,2.6,0.8,36.0,1.4,0.4,35.0,10,4.0,1.0,-16.0,1.0666666666666667,2.4,-1.3333333333333333,0.13333333333333333,1.2,-1.0666666666666667,0
2024-01-06,15:30,Farense,Gil Vicente,1.0,0.0,H,0.0,0.0,D,2.0,2.0,0.0,0.0,23-24,7,14,18,15,5,4,0.0,-3.0,15,15,37.0,35.0,3.0,0.0,22,19.0,13.0,1.0,1.6,10.0,0.8,1.6,19.0,-7,6.0,-9.0,3.0,1.2,1.0,0.19999999999999996,0.0,-0.2,0.2,0
2024-01-06,15:30,Estrela,Vizela,1.0,1.0,D,1.0,0.0,H,0.0,1.0,0.0,0.0,23-24,12,17,16,12,4,2,-6.0,-8.0,15,15,35.0,36.0,3.0,2.0,26,19.0,11.0,1.0,1.4,15.0,0.6,1.2,10.0,-5,8.0,5.0,2.0,1.0666666666666667,0.8,0.2666666666666666,-0.4,-0.5333333333333333,0.1333333333333333,0
2024-01-05,20:45,Boavista,Porto,1.0,1.0,D,1.0,1.0,D,5.0,1.0,1.0,0.0,23-24,13,3,16,34,4,11,-8.0,11.0,15,15,44.0,57.0,4.0,4.0,11,9.0,2.0,0.6,2.4,4.0,1.8,0.8,33.0,10,7.0,-29.0,-19.0,1.0666666666666667,2.2666666666666666,-1.2,-0.5333333333333333,0.7333333333333333,-1.2666666666666666,0
2024-01-05,18:45,Sp Lisbon,Estoril,5.0,1.0,H,2.0,0.0,H,1.0,3.0,0.0,0.0,23-24,1,9,37,17,12,5,16.0,5.0,15,15,47.0,40.0,2.0,1.0,9,4.0,14.0,2.0,1.4,33.0,2.8,0.8,31.0,-8,-10.0,2.0,11.0,2.466666666666667,1.1333333333333333,1.3333333333333335,1.0666666666666667,0.3333333333333333,0.7333333333333334,0
2023-12-30,20:30,Portimonense,Sp Lisbon,1.0,2.0,A,0.0,0.0,D,4.0,3.0,0.0,0.0,23-24,15,2,15,34,4,11,-16.0,15.0,14,14,43.0,44.0,2.0,2.0,3,15.0,4.0,1.2,2.8,10.0,2.2,1.6,27.0,13,11.0,-17.0,-31.0,1.0714285714285714,2.4285714285714284,-1.357142857142857,-1.1428571428571428,1.0714285714285714,-2.2142857142857144,0
2023-12-30,18:00,Casa Pia,Sp Braga,1.0,3.0,A,0.0,0.0,D,1.0,0.0,0.0,0.0,23-24,11,4,16,29,4,9,-4.0,15.0,14,14,33.0,34.0,1.0,1.0,25,10.0,3.0,1.0,1.8,24.0,2.6,0.8,30.0,7,7.0,-6.0,-19.0,1.1428571428571428,2.0714285714285716,-0.9285714285714288,-0.2857142857142857,1.0714285714285714,-1.3571428571428572,0
2023-12-30,15:30,Gil Vicente,Boavista,1.0,0.0,H,0.0,0.0,D,0.0,1.0,0.0,0.0,23-24,15,12,12,16,3,4,-4.0,-7.0,14,14,35.0,43.0,0.0,4.0,20,13.0,9.0,0.8,2.2,6.0,0.6,2.6,5.0,3,4.0,1.0,3.0,0.8571428571428571,1.1428571428571428,-0.2857142857142857,-0.2857142857142857,-0.5,0.2142857142857143,0
2023-12-30,15:30,Estoril,Farense,4.0,0.0,H,2.0,0.0,H,2.0,2.0,0.0,0.0,23-24,15,7,14,18,4,5,1.0,4.0,14,14,38.0,35.0,1.0,3.0,17,14.0,19.0,2.2,0.8,26.0,1.4,0.8,18.0,8,-5.0,8.0,-3.0,1.0,1.2857142857142858,-0.2857142857142858,0.07142857142857142,0.2857142857142857,-0.21428571428571427,0
2023-12-29,20:45,Porto,Chaves,1.0,0.0,H,0.0,0.0,D,3.0,5.0,0.0,0.0,23-24,3,18,31,10,10,3,10.0,-22.0,14,14,54.0,44.0,4.0,4.0,7,2.0,7.0,1.6,1.0,27.0,0.8,2.4,9.0,-15,-5.0,18.0,32.0,2.2142857142857144,0.7142857142857143,1.5,0.7142857142857143,-1.5714285714285714,2.2857142857142856,0
2023-12-29,18:45,Benfica,Famalicao,3.0,0.0,H,1.0,0.0,H,2.0,3.0,0.0,0.0,23-24,2,8,33,18,10,4,15.0,-2.0,14,14,30.0,44.0,1.0,6.0,6,1.0,8.0,1.2,0.4,31.0,1.0,1.2,14.0,-6,-7.0,17.0,17.0,2.357142857142857,1.2857142857142858,1.0714285714285714,1.0714285714285714,-0.14285714285714285,1.2142857142857142,0
2023-12-28,20:15,Estrela,Arouca,1.0,4.0,A,1.0,0.0,H,0.0,2.0,1.0,0.0,23-24,9,14,16,13,4,3,-3.0,-1.0,14,14,35.0,39.0,2.0,6.0,26,19.0,5.0,1.2,1.2,20.0,1.8,1.0,28.0,-5,14.0,-8.0,-2.0,1.1428571428571428,0.9285714285714286,0.2142857142857142,-0.21428571428571427,-0.07142857142857142,-0.14285714285714285,0
2023-12-23,15:30,Vizela,Moreirense,0.0,0.0,D,0.0,0.0,D,3.0,1.0,0.0,0.0,23-24,17,6,11,25,2,7,-8.0,7.0,14,14,33.0,40.0,2.0,3.0,24,11.0,19.0,0.8,1.2,10.0,1.6,0.6,31.0,11,-8.0,-21.0,-15.0,0.7857142857142857,1.7857142857142858,-1.0,-0.5714285714285714,0.5,-1.0714285714285714,0
2023-12-23,15:30,Guimaraes,Rio Ave,1.0,0.0,H,0.0,0.0,D,4.0,3.0,0.0,0.0,23-24,5,16,26,12,8,2,7.0,-7.0,14,14,36.0,41.0,2.0,0.0,8,6.0,12.0,1.4,1.4,26.0,1.4,1.0,17.0,-11,-6.0,9.0,14.0,1.8571428571428572,0.8571428571428571,1.0,0.5,-0.5,1.0,0
2023-12-18,20:15,Sp Lisbon,Porto,2.0,0.0,H,1.0,0.0,H,4.0,4.0,0.0,1.0,23-24,2,3,31,31,10,10,13.0,12.0,13,13,40.0,50.0,2.0,3.0,9,4.0,2.0,2.2,1.6,21.0,2.0,0.6,39.0,-1,2.0,-18.0,1.0,2.3846153846153846,2.3846153846153846,0.0,1.0,0.9230769230769231,0.07692307692307687,3
2023-12-17,20:30,Sp Braga,Benfica,0.0,1.0,A,0.0,1.0,A,3.0,3.0,0.0,0.0,23-24,4,3,29,30,9,9,16.0,14.0,13,13,31.0,27.0,1.0,1.0,14,3.0,1.0,3.2,1.2,43.0,1.2,0.6,25.0,1,2.0,18.0,2.0,2.230769230769231,2.3076923076923075,-0.07692307692307665,1.2307692307692308,1.0769230769230769,0.15384615384615397,3
2023-12-17,18:00,Famalicao,Estoril,1.0,1.0,D,1.0,1.0,D,3.0,1.0,0.0,0.0,23-24,8,13,17,13,4,4,-2.0,1.0,13,13,41.0,37.0,6.0,1.0,21,8.0,14.0,0.8,1.2,14.0,2.0,0.8,30.0,-5,-6.0,-16.0,-3.0,1.3076923076923077,1.0,0.3076923076923077,-0.15384615384615385,0.07692307692307693,-0.23076923076923078,3
2023-12-17,15:30,Moreirense,Portimonense,5.0,2.0,H,2.0,1.0,H,2.0,2.0,0.0,0.0,23-24,6,11,22,15,6,4,4.0,-13.0,13,13,38.0,41.0,3.0,2.0,12,19.0,15.0,0.8,0.2,27.0,1.0,1.8,17.0,-5,4.0,10.0,17.0,1.6923076923076923,1.1538461538461537,0.5384615384615385,0.3076923076923077,-1.0,1.3076923076923077,3
2023-12-17,15:30,Chaves,Casa Pia,1.0,3.0,A,1.0,2.0,A,1.0,1.0,0.0,0.0,23-24,18,14,10,13,3,3,-20.0,-6.0,13,13,43.0,32.0,4.0,1.0,16,7.0,10.0,0.6,2.8,12.0,0.6,1.8,13.0,4,-3.0,-1.0,-14.0,0.7692307692307693,1.0,-0.23076923076923073,-1.5384615384615385,-0.46153846153846156,-1.076923076923077,3
2023-12-16,20:30,Boavista,Guimaraes,1.0,1.0,D,0.0,1.0,A,6.0,2.0,0.0,0.0,23-24,10,5,15,25,4,8,-7.0,7.0,13,13,37.0,34.0,4.0,2.0,11,9.0,6.0,0.4,2.8,0.0,2.2,1.2,30.0,5,3.0,-30.0,-14.0,1.1538461538461537,1.9230769230769231,-0.7692307692307694,-0.5384615384615384,0.5384615384615384,-1.0769230769230769,3
2023-12-16,18:00,Arouca,Gil Vicente,3.0,0.0,H,1.0,0.0,H,2.0,0.0,0.0,0.0,23-24,17,14,10,12,2,3,-4.0,-1.0,13,13,37.0,35.0,6.0,0.0,23,5.0,13.0,1.2,1.2,17.0,1.4,2.2,9.0,3,-8.0,8.0,-3.0,0.7692307692307693,0.9230769230769231,-0.15384615384615385,-0.3076923076923077,-0.07692307692307693,-0.23076923076923078,3
2023-12-16,15:30,Rio Ave,Vizela,1.0,1.0,D,0.0,0.0,D,3.0,3.0,0.0,1.0,23-24,15,17,11,10,2,2,-7.0,-8.0,13,13,38.0,30.0,0.0,1.0,4,12.0,11.0,1.8,1.6,18.0,0.6,1.4,9.0,-2,1.0,9.0,1.0,0.8461538461538461,0.7692307692307693,0.07692307692307687,-0.5384615384615384,-0.6153846153846154,0.07692307692307698,3
2023-12-15,20:15,Farense,Estrela,0.0,0.0,D,0.0,0.0,D,2.0,1.0,0.0,0.0,23-24,7,9,17,15,5,4,4.0,-3.0,13,13,33.0,34.0,3.0,2.0,22,19.0,19.0,2.2,1.4,23.0,1.4,1.2,22.0,-2,0.0,1.0,7.0,1.3076923076923077,1.1538461538461537,0.15384615384615397,0.3076923076923077,-0.23076923076923078,0.5384615384615385,3
2023-12-11,20:15,Gil Vicente,Moreirense,1.0,1.0,D,1.0,0.0,H,5.0,3.0,0.0,0.0,23-24,14,6,11,21,3,6,-1.0,4.0,12,12,30.0,35.0,0.0,3.0,20,13.0,19.0,1.6,2.8,6.0,0.8,0.2,33.0,8,-6.0,-27.0,-5.0,0.9166666666666666,1.75,-0.8333333333333334,-0.08333333333333333,0.3333333333333333,-0.41666666666666663,3
2023-12-10,20:30,Estoril,Chaves,4.0,0.0,H,1.0,0.0,H,4.0,3.0,0.0,0.0,23-24,15,18,10,10,3,3,-3.0,-16.0,12,12,33.0,40.0,1.0,4.0,17,14.0,7.0,1.2,1.0,21.0,1.4,2.4,18.0,-3,7.0,3.0,13.0,0.8333333333333334,0.8333333333333334,0.0,-0.25,-1.3333333333333333,1.0833333333333333,3
2023-12-10,18:00,Arouca,Rio Ave,2.0,2.0,D,0.0,2.0,A,1.0,5.0,0.0,0.0,23-24,18,15,9,10,2,2,-4.0,-7.0,12,12,36.0,33.0,6.0,0.0,23,5.0,12.0,1.0,1.2,15.0,1.6,1.6,18.0,3,-7.0,-3.0,3.0,0.75,0.8333333333333334,-0.08333333333333337,-0.3333333333333333,-0.5833333333333334,0.25000000000000006,3
2023-12-10,15:30,Estrela,Boavista,3.0,1.0,H,0.0,0.0,D,4.0,2.0,0.0,0.0,23-24,12,9,12,15,3,4,-5.0,-5.0,12,12,30.0,35.0,2.0,4.0,26,19.0,9.0,1.0,1.0,14.0,0.4,2.4,1.0,3,10.0,13.0,0.0,1.0,1.25,-0.25,-0.4166666666666667,-0.4166666666666667,0.0,3
2023-12-09,20:30,Porto,Casa Pia,3.0,1.0,H,1.0,0.0,H,3.0,1.0,0.0,0.0,23-24,4,11,28,13,9,3,10.0,-4.0,12,12,47.0,31.0,3.0,1.0,7,2.0,10.0,1.6,0.4,36.0,0.4,1.4,17.0,-7,-8.0,19.0,14.0,2.3333333333333335,1.0833333333333333,1.2500000000000002,0.8333333333333334,-0.3333333333333333,1.1666666666666667,3
2023-12-09,18:00,Guimaraes,Sp Lisbon,3.0,2.0,H,1.0,1.0,D,4.0,1.0,0.0,0.0,23-24,5,1,22,31,7,10,6.0,14.0,12,12,30.0,39.0,2.0,2.0,8,6.0,4.0,2.2,1.0,24.0,2.2,1.2,33.0,4,2.0,-9.0,-8.0,1.8333333333333333,2.5833333333333335,-0.7500000000000002,0.5,1.1666666666666667,-0.6666666666666667,3
2023-12-09,15:30,Portimonense,Famalicao,1.0,1.0,D,0.0,1.0,A,4.0,1.0,1.0,0.0,23-24,10,8,14,16,4,4,-13.0,-2.0,12,12,37.0,40.0,1.0,6.0,3,15.0,8.0,0.8,1.8,18.0,0.8,1.6,13.0,2,7.0,5.0,-11.0,1.1666666666666667,1.3333333333333333,-0.16666666666666652,-1.0833333333333333,-0.16666666666666666,-0.9166666666666666,3
2023-12-08,18:00,Benfica,Farense,1.0,1.0,D,0.0,0.0,D,2.0,3.0,0.0,0.0,23-24,3,7,29,16,9,5,14.0,4.0,12,12,25.0,30.0,1.0,3.0,6,1.0,19.0,1.2,0.4,31.0,2.0,1.2,28.0,-4,-18.0,3.0,10.0,2.4166666666666665,1.3333333333333333,1.0833333333333333,1.1666666666666667,0.3333333333333333,0.8333333333333335,3
2023-12-08,15:30,Vizela,Sp Braga,1.0,3.0,A,0.0,1.0,A,3.0,1.0,0.0,0.0,23-24,15,4,10,26,2,8,-6.0,14.0,12,12,27.0,30.0,1.0,1.0,24,11.0,3.0,0.4,0.8,14.0,3.0,1.2,41.0,11,8.0,-27.0,-20.0,0.8333333333333334,2.1666666666666665,-1.333333333333333,-0.5,1.1666666666666667,-1.6666666666666667,3
2023-12-04,20:15,Sp Lisbon,Gil Vicente,3.0,1.0,H,1.0,1.0,D,4.0,1.0,0.0,0.0,23-24,2,13,28,11,9,3,12.0,1.0,11,11,35.0,29.0,2.0,0.0,9,4.0,13.0,2.2,1.4,30.0,1.8,2.2,11.0,-11,-9.0,19.0,11.0,2.5454545454545454,1.0,1.5454545454545454,1.0909090909090908,0.09090909090909091,0.9999999999999999,3
2023-12-03,20:30,Boavista,Arouca,0.0,4.0,A,0.0,3.0,A,5.0,4.0,1.0,1.0,23-24,9,18,15,6,4,1,-1.0,-8.0,11,11,30.0,32.0,3.0,5.0,11,9.0,5.0,0.8,2.0,3.0,0.2,1.6,0.0,-9,4.0,3.0,7.0,1.3636363636363635,0.5454545454545454,0.8181818181818181,-0.09090909090909091,-0.7272727272727273,0.6363636363636364,3
2023-12-03,18:00,Moreirense,Benfica,0.0,0.0,D,0.0,0.0,D,4.0,1.0,0.0,0.0,23-24,6,1,20,28,6,9,4.0,14.0,11,11,31.0,24.0,3.0,1.0,12,19.0,1.0,1.6,0.2,41.0,1.4,0.4,39.0,5,18.0,2.0,-10.0,1.8181818181818181,2.5454545454545454,-0.7272727272727273,0.36363636363636365,1.2727272727272727,-0.9090909090909091,3
2023-12-03,15:30,Sp Braga,Estoril,3.0,1.0,H,1.0,1.0,D,2.0,2.0,0.0,0.0,23-24,4,14,23,10,7,3,12.0,-1.0,11,11,28.0,31.0,1.0,1.0,14,3.0,14.0,3.2,1.4,39.0,1.4,1.0,27.0,-10,-11.0,12.0,13.0,2.090909090909091,0.9090909090909091,1.1818181818181817,1.0909090909090908,-0.09090909090909091,1.1818181818181817,3
2023-12-02,20:30,Casa Pia,Portimonense,1.0,0.0,H,0.0,0.0,D,3.0,3.0,0.0,1.0,23-24,14,10,10,14,2,4,-5.0,-12.0,11,11,28.0,34.0,1.0,0.0,25,10.0,15.0,0.2,1.8,3.0,1.4,2.0,27.0,4,-5.0,-24.0,7.0,0.9090909090909091,1.2727272727272727,-0.36363636363636365,-0.45454545454545453,-1.0909090909090908,0.6363636363636362,3
2023-12-02,18:00,Famalicao,Porto,0.0,3.0,A,0.0,2.0,A,4.0,5.0,1.0,0.0,23-24,8,3,16,25,4,8,1.0,7.0,11,11,36.0,42.0,5.0,3.0,21,8.0,2.0,1.2,1.4,18.0,1.0,0.6,30.0,5,6.0,-12.0,-6.0,1.4545454545454546,2.272727272727273,-0.8181818181818183,0.09090909090909091,0.6363636363636364,-0.5454545454545454,3
2023-12-02,15:30,Rio Ave,Estrela,1.0,1.0,D,0.0,0.0,D,4.0,1.0,0.0,0.0,23-24,17,12,9,11,2,3,-7.0,-5.0,11,11,29.0,29.0,0.0,2.0,4,12.0,19.0,1.4,2.2,17.0,1.2,1.6,15.0,5,-7.0,2.0,-2.0,0.8181818181818182,1.0,-0.18181818181818177,-0.6363636363636364,-0.45454545454545453,-0.18181818181818182,3
2023-12-02,15:30,Farense,Guimaraes,1.0,2.0,A,0.0,1.0,A,3.0,3.0,1.0,0.0,23-24,7,6,16,19,5,6,5.0,5.0,11,11,27.0,27.0,2.0,2.0,22,19.0,6.0,2.2,1.4,38.0,2.4,1.2,18.0,1,13.0,20.0,0.0,1.4545454545454546,1.7272727272727273,-0.2727272727272727,0.45454545454545453,0.45454545454545453,0.0,3
2023-12-01,20:30,Chaves,Vizela,2.0,1.0,H,1.0,1.0,D,5.0,3.0,0.0,0.0,23-24,17,14,7,10,2,2,-17.0,-5.0,11,11,35.0,24.0,4.0,1.0,16,7.0,11.0,1.4,2.2,9.0,0.6,1.0,19.0,3,-4.0,-10.0,-12.0,0.6363636363636364,0.9090909090909091,-0.2727272727272727,-1.5454545454545454,-0.45454545454545453,-1.0909090909090908,3
2023-11-12,20:30,Benfica,Sp Lisbon,2.0,1.0,H,0.0,1.0,A,2.0,5.0,0.0,1.0,23-24,2,1,25,28,8,9,13.0,13.0,10,10,22.0,30.0,1.0,1.0,6,1.0,4.0,1.6,0.4,37.0,2.4,1.0,45.0,1,-3.0,-8.0,0.0,2.5,2.8,-0.2999999999999998,1.3,1.3,0.0,3
2023-11-12,18:00,Arouca,Sp Braga,0.0,1.0,A,0.0,1.0,A,2.0,4.0,0.0,0.0,23-24,18,4,6,20,1,6,-7.0,11.0,10,10,30.0,24.0,5.0,1.0,23,5.0,3.0,0.2,1.6,0.0,3.8,1.6,37.0,14,2.0,-37.0,-18.0,0.6,2.0,-1.4,-0.7,1.1,-1.8,3
2023-11-12,15:30,Gil Vicente,Rio Ave,1.0,1.0,D,0.0,0.0,D,1.0,1.0,0.0,0.0,23-24,12,16,10,8,3,2,1.0,-7.0,10,10,28.0,28.0,0.0,0.0,20,13.0,12.0,1.8,2.4,10.0,1.2,2.4,15.0,-4,1.0,-5.0,8.0,1.0,0.8,0.19999999999999996,0.1,-0.7,0.7999999999999999,3
2023-11-12,15:30,Boavista,Farense,1.0,3.0,A,0.0,1.0,A,3.0,1.0,0.0,0.0,23-24,8,10,15,13,4,4,1.0,3.0,10,10,27.0,26.0,3.0,2.0,11,9.0,19.0,0.8,2.2,5.0,1.6,1.4,30.0,-2,-10.0,-25.0,-2.0,1.5,1.3,0.19999999999999996,0.1,0.3,-0.19999999999999998,3
2023-11-11,20:30,Guimaraes,Porto,1.0,2.0,A,1.0,1.0,D,3.0,3.0,0.0,0.0,23-24,6,3,19,22,6,7,6.0,6.0,10,10,24.0,39.0,2.0,3.0,8,6.0,2.0,2.2,0.8,28.0,1.0,0.6,24.0,3,4.0,4.0,0.0,1.9,2.2,-0.30000000000000027,0.6,0.6,0.0,3
